ORDEN;Horas;Importe
OS-7957;5;630623
OS-7958;5;1061492
OS-7959;5;1059902
OS-7960;5;960717
OS-7961;5;655306
OS-7962;5;1073600
OS-7963;5;1074019
OS-7964;5;1061050
OS-7965;5;327250
OS-7966;5;1061346
OS-7967;5;1017630
OS-7968;5;1085918
OS-7969;5;1007436
OS-7970;5;1050167
OS-7971;5;2083868
OS-7972;5;952434
OS-7973;5;971824
OS-7974;5;1922862
OS-7975;5;865016
OS-7976;5;1064643
OS-7977;5;2737107
OS-7978;5;617395
OS-7979;5;674372
OS-7980;5;626474
OS-7981;5;941079
OS-7982;5;327250
OS-7983;5;886095
OS-7984;5;1076789
OS-7985;5;1068778
OS-7986;5;327250
OS-7987;5;3846862
OS-7988;5;985800
OS-7989;5;911715
OS-7990;5;925336
OS-7991;5;1083038
OS-7992;5;876528
OS-7993;5;1075133
OS-7994;5;525409
OS-7995;5;655306
OS-7996;5;1082186
OS-7997;5;1414401
OS-7998;5;527845
OS-7999;5;323680
OS-8000;5;818001
OS-8001;5;911715
OS-8002;5;911715
OS-8003;5;900813
OS-8004;5;886095
OS-8005;5;912413
OS-8006;5;873496
OS-8007;5;913420
OS-8008;5;694053
OS-8009;5;939231
OS-8010;5;1041934
OS-8011;5;1084383
OS-8012;5;817540
OS-8013;5;670160
OS-8014;5;1082186
OS-8015;5;915035
OS-8016;5;836965
OS-8017;5;2088378
OS-8018;5;681809
OS-8019;5;681809
OS-8020;5;1097314
OS-8021;5;997571
OS-8022;5;930347
OS-8023;5;1097054
OS-8024;5;621664
OS-8025;5;954451
OS-8026;5;1072195
OS-8027;5;920904
OS-8028;5;1000282
OS-8029;5;1096266
OS-8030;5;1096266
OS-8031;5;681809
OS-8032;5;1094630
OS-8033;5;681809
OS-8034;5;1020920
OS-8035;5;685601
OS-8036;5;1096468
OS-8037;5;712806
OS-8038;5;957557
OS-8039;5;994182
OS-8040;5;673651
OS-8041;5;675226
OS-8042;5;798234
OS-8043;5;1086524
OS-8044;5;509466
OS-8045;5;619425
OS-8046;5;1085336
OS-8047;5;664999
OS-8048;5;683328
OS-8049;5;512989
OS-8050;5;884377
OS-8051;5;794796
OS-8052;5;327250
OS-8053;5;1041125
OS-8054;5;826344
OS-8055;5;1073416
OS-8056;5;1097487
OS-8057;5;669542
OS-8058;5;889339
OS-8059;5;1100543
OS-8060;5;1072703
OS-8061;5;1040944
OS-8062;5;824070
OS-8063;5;1095670
OS-8064;5;1098359
OS-8065;5;906404
OS-8066;5.02;911715
OS-8067;5.06;476377
OS-8068;5.06;828345
OS-8069;5.07;448100
OS-8070;5.07;448100
OS-8071;5.07;1100974
OS-8072;5.07;911715
OS-8073;5.07;472491
OS-8074;5.07;514520
OS-8075;5.08;530989
OS-8076;5.1;436491
OS-8077;5.1;403446
OS-8078;5.1;1022801
OS-8079;5.11;681809
OS-8080;5.13;681809
OS-8081;5.14;911715
OS-8082;5.15;592564
OS-8083;5.16;412242
OS-8084;5.16;486000
OS-8085;5.16;510001
OS-8086;5.17;1723087
OS-8087;5.18;518590
OS-8088;5.19;461274
OS-8089;5.19;449174
OS-8090;5.19;415146
OS-8091;5.2;877958
OS-8092;5.2;911715
OS-8093;5.2;1248786
OS-8094;5.2;601967
OS-8095;5.22;484990
OS-8096;5.22;1100974
OS-8097;5.23;1284129
OS-8098;5.24;561706
OS-8099;5.24;471260
OS-8100;5.25;435853
OS-8101;5.26;504769
OS-8102;5.29;505339
OS-8103;5.29;484990
OS-8104;5.29;422527
OS-8105;5.29;484990
OS-8106;5.3;967133
OS-8107;5.3;444244
OS-8108;5.3;911715
OS-8109;5.3;911715
OS-8110;5.3;412242
OS-8111;5.3;1124354
OS-8112;5.3;642188
OS-8113;5.31;484990
OS-8114;5.31;497090
OS-8115;5.31;484990
OS-8116;5.31;510001
OS-8117;5.33;613817
OS-8118;5.33;445079
OS-8119;5.35;779191
OS-8120;5.35;463382
OS-8121;5.36;633320
OS-8122;5.36;480418
OS-8123;5.36;1121880
OS-8124;5.36;561572
OS-8125;5.38;911715
OS-8126;5.39;490731
OS-8127;5.4;569991
OS-8128;5.4;412252
OS-8129;5.4;1769304
OS-8130;5.4;484100
OS-8131;5.4;911715
OS-8132;5.4;1238689
OS-8133;5.41;911715
OS-8134;5.41;525573
OS-8135;5.42;537890
OS-8136;5.44;521620
OS-8137;5.44;540001
OS-8138;5.45;499989
OS-8139;5.46;484990
OS-8140;5.47;517441
OS-8141;5.47;524990
OS-8142;5.47;483380
OS-8143;5.47;911715
OS-8144;5.47;515354
OS-8145;5.49;448100
OS-8146;5.5;2982935
OS-8147;5.5;522001
OS-8148;5.5;388667
OS-8149;5.5;689748
OS-8150;5.5;1180188
OS-8151;5.52;506165
OS-8152;5.52;971295
OS-8153;5.53;1051876
OS-8154;5.54;388527
OS-8155;5.56;484100
OS-8156;5.59;520970
OS-8157;5.6;721474
OS-8158;5.61;420853
OS-8159;5.65;617001
OS-8160;5.69;688095
OS-8161;5.7;528990
OS-8162;5.7;700236
OS-8163;5.7;1091785
OS-8164;5.73;472326
OS-8165;5.73;5201669
OS-8166;5.77;750000
OS-8167;5.79;404992
OS-8168;5.8;5231100
OS-8169;5.86;447381
OS-8170;5.86;484990
OS-8171;5.9;977773
OS-8172;5.93;557880
OS-8173;5.97;524990
OS-8174;5.97;446242
OS-8175;5.98;2678265
OS-8176;6;4049190
OS-8177;6;428400
OS-8178;6;1149081
OS-8179;6;1399352
OS-8180;6;410550
OS-8181;6;572901
OS-8182;6;573938
OS-8183;6;857165
OS-8184;6;1505294
OS-8185;6;236466
OS-8186;6;789317
OS-8187;6;1304657
OS-8188;6;385560
OS-8189;6;404663
OS-8190;6;392700
OS-8191;6;859501
OS-8192;6;922254
OS-8193;6;397207
OS-8194;6;1138780
OS-8195;6;6855458
OS-8196;6;542534
OS-8197;6;1841718
OS-8198;6;371028
OS-8199;6;392700
OS-8200;6;404924
OS-8201;6;392700
OS-8202;6;342515
OS-8203;6;876929
OS-8204;6;861349
OS-8205;6;912734
OS-8206;6;911715
OS-8207;6;491597
OS-8208;6;1148438
OS-8209;6;451756
OS-8210;6;731918
OS-8211;6;392700
OS-8212;6;873491
OS-8213;6;2329877
OS-8214;6;996917
OS-8215;6;721641
OS-8216;6;1166424
OS-8217;6;619463
OS-8218;6;392700
OS-8219;6;950001
OS-8220;6.01;814960
OS-8221;6.01;680266
OS-8222;6.06;777390
OS-8223;6.11;967133
OS-8224;6.11;1000069
OS-8225;6.16;2147427
OS-8226;6.2;406385
OS-8227;6.2;3752951
OS-8228;6.22;836393
OS-8229;6.3;4082939
OS-8230;6.37;412241
OS-8231;6.38;2171199
OS-8232;6.4;1339997
OS-8233;6.44;732939
OS-8234;6.5;11534604
OS-8235;6.5;1347867
OS-8236;6.5;2046400
OS-8237;6.5;662049
OS-8238;6.5;1370211
OS-8239;6.5;572995
OS-8240;6.53;2249637
OS-8241;6.6;2365328
OS-8242;6.6;469942
OS-8243;6.6;5007294
OS-8244;6.6;878631
OS-8245;6.6;2649207
OS-8246;6.7;5334901
OS-8247;6.8;524990
OS-8248;6.85;1174480
OS-8249;6.9;1023896
OS-8250;6.9;1596173
OS-8251;7;3030712
OS-8252;7;4146371
OS-8253;7;819252
OS-8254;7;868236
OS-8255;7;815613
OS-8256;7;817202
OS-8257;7;817121
OS-8258;7;805129
OS-8259;7;805129
OS-8260;7;802578
OS-8261;7;804087
OS-8262;7;804087
OS-8263;7;4845953
OS-8264;7;814471
OS-8265;7;807661
OS-8266;7;807657
OS-8267;7;812558
OS-8268;7;805267
OS-8269;7;805267
OS-8270;7;812076
OS-8271;7;805267
OS-8272;7;847192
OS-8273;7;802582
OS-8274;7;1424777
OS-8275;7;812105
OS-8276;7;809857
OS-8277;7;856681
OS-8278;7;763521
OS-8279;7;750817
OS-8280;7;2365632
OS-8281;7;1262835
OS-8282;7;805794
OS-8283;7;804219
OS-8284;7;826535
OS-8285;7;1274438
OS-8286;7;803633
OS-8287;7;807364
OS-8288;7;2107289
OS-8289;7;804580
OS-8290;7;1166132
OS-8291;7;804580
OS-8292;7;808475
OS-8293;7;813529
OS-8294;7;813529
OS-8295;7;1004164
OS-8296;7.26;1403421
OS-8297;7.35;1333760
OS-8298;7.44;915836
OS-8299;7.5;902291
OS-8300;7.53;1362711
OS-8301;7.56;1030003
OS-8302;7.7;1402081
OS-8303;7.77;857112
OS-8304;7.8;1476867
OS-8305;7.81;1800354
OS-8306;7.99;3144300
OS-8307;8;2443487
OS-8308;8;1336474
OS-8309;8;1184706
OS-8310;8;2018071
OS-8311;8;1296551
OS-8312;8;1945913
OS-8313;8;2562071
OS-8314;8;1097946
OS-8315;8;1609226
OS-8316;8;1469665
OS-8317;8;2615516
OS-8318;8;984104
OS-8319;8;1825988
OS-8320;8;2574528
OS-8321;8;1584702
OS-8322;8;2263077
OS-8323;8;4158060
OS-8324;8;2199121
OS-8325;8;1388430
OS-8326;8;1299873
OS-8327;8.19;2849390
OS-8328;8.28;1113560
OS-8329;8.32;2401458
OS-8330;8.42;2048634
OS-8331;8.5;2008824
OS-8332;8.5;949321
OS-8333;8.54;2604686
OS-8334;8.6;972394
OS-8335;9;6021123
OS-8336;9;1407542
OS-8337;9;989335
OS-8338;9;1127956
OS-8339;9;727183
OS-8340;9;695625
OS-8341;9;589050
OS-8342;9;1446936
OS-8343;9;520506
OS-8344;9.1;519792
OS-8345;9.1;4203451
OS-8346;9.11;789137
OS-8347;9.3;2966149
OS-8348;9.31;883144
OS-8349;9.33;4256630
OS-8350;9.4;2400242
OS-8351;9.5;1360314
OS-8352;9.86;2774658
OS-8353;9.87;1961120
OS-8354;10;2124226
OS-8355;10;1012861
OS-8356;10;1683604
OS-8357;10;3110790
OS-8358;10;1650072
OS-8359;10;948490
OS-8360;10;654500
OS-8361;10;1458099
OS-8362;10;1458099
OS-8363;10;2635926
OS-8364;10;1638606
OS-8365;10;967449
OS-8366;10;1650072
OS-8367;10;3144385
OS-8368;10;3300144
OS-8369;10;654500
OS-8370;10;2393119
OS-8371;10;2534627
OS-8372;10;1610609
OS-8373;10;595000
OS-8374;10;3295769
OS-8375;10;1614372
OS-8376;10;2324244
OS-8377;10.5;1650072
OS-8378;10.54;1650072
OS-8379;10.6;2463712
OS-8380;10.7;6702344
OS-8381;11;4730676
OS-8382;11;806765
OS-8383;11;1933075
OS-8384;11.11;1155810
OS-8385;11.5;2076549
OS-8386;11.63;1335980
OS-8387;11.73;886786
OS-8388;11.74;2332192
OS-8389;11.74;2696917
OS-8390;11.75;3184351
OS-8391;11.91;5109504
OS-8392;12;357000
OS-8393;12;1200000
OS-8394;12;1914071
OS-8395;12;999125
OS-8396;12;1456414
OS-8397;12.74;3241609
OS-8398;12.8;2502625
OS-8399;12.9;2369949
OS-8400;13;140000
OS-8401;13.41;1650072
OS-8402;13.5;2361221
OS-8403;14;3832919
OS-8404;14;2795340
OS-8405;14;3949902
OS-8406;14.27;4183988
OS-8407;14.82;1737643
OS-8408;15;1017450
OS-8409;15;2084700
OS-8410;15;3001868
OS-8411;15;1546153
OS-8412;15;981750
OS-8413;15;3014901
OS-8414;16;3387635
OS-8415;16.14;2026868
OS-8416;17;3490869
OS-8417;17.5;2681490
OS-8418;17.5;3204515
OS-8419;17.6;2281181
OS-8420;18.23;1908971
OS-8421;19;1949172
OS-8422;19.15;7744556
OS-8423;19.86;3471417
OS-8424;20;3505927
OS-8425;20;1309000
OS-8426;24;3105984
OS-8427;26.8;2796500
OS-8428;27;6720939
OS-8429;28.53;9797722
OS-8430;28.56;1869297
OS-8431;33;5120618
OS-8432;37.24;3315241
